"raceId","driverId","qual_positon","qual_time","resultId","grid","finish_position","positionOrder","statusId","YEAR","NAME","WEATHER_WET","CIRCUITREF","circuitId","circuit","country","lat","lng","alt","code","forename","surname","nationality","qual_gap","won_race","race_21"
1,20,3,86.83,7566,3,"13",13,4,2009,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","VET","Sebastian","Vettel","German",-0.0840000000000032,0,0
1,22,2,86.505,7555,2,"2",2,1,2009,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","BAR","Rubens","Barrichello","Brazilian",-0.409000000000006,0,0
1,18,1,86.202,7554,1,"1",1,1,2009,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","BUT","Jenson","Button","British",-0.712000000000003,1,0
2,15,2,95.273,7577,2,"4",4,1,2009,"Malaysian Grand Prix","Y","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","TRU","Jarno","Trulli","Italian",-0.378000000000014,0,0
2,18,1,95.181,7574,1,"1",1,1,2009,"Malaysian Grand Prix","Y","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","BUT","Jenson","Button","British",-0.469999999999999,1,0
3,17,3,96.466,7595,3,"2",2,1,2009,"Chinese Grand Prix","Y","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","WEB","Mark","Webber","Australian",-0.0269999999999868,0,0
3,4,2,96.381,7602,2,"9",9,1,2009,"Chinese Grand Prix","Y","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","ALO","Fernando","Alonso","Spanish",-0.111999999999995,0,0
3,20,1,96.184,7594,1,"1",1,1,2009,"Chinese Grand Prix","Y","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","VET","Sebastian","Vettel","German",-0.308999999999997,1,0
4,20,3,94.015,7615,3,"2",2,1,2009,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","VET","Sebastian","Vettel","German",-0.0290000000000248,0,0
4,10,2,93.712,7620,2,"7",7,1,2009,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","GLO","Timo","Glock","German",-0.332000000000022,0,0
4,15,1,93.431,7616,1,"3",3,1,2009,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","TRU","Jarno","Trulli","Italian",-0.613,0,0
5,22,3,80.762,7635,3,"2",2,1,2009,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","BAR","Rubens","Barrichello","Brazilian",-0.171999999999997,0,0
5,20,2,80.66,7637,2,"4",4,1,2009,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","VET","Sebastian","Vettel","German",-0.274000000000001,0,0
5,18,1,80.527,7634,1,"1",1,1,2009,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","BUT","Jenson","Button","British",-0.406999999999996,1,0
6,22,3,75.077,7655,3,"2",2,1,2009,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","BAR","Rubens","Barrichello","Brazilian",-0.194000000000003,0,0
6,8,2,74.927,7656,2,"3",3,1,2009,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","RAI","Kimi","Räikkönen","Finnish",-0.343999999999994,0,0
6,18,1,74.902,7654,1,"1",1,1,2009,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","BUT","Jenson","Button","British",-0.369,1,0
7,18,2,88.421,7674,2,"1",1,1,2009,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","BUT","Jenson","Button","British",-0.192000000000007,1,0
7,20,1,88.316,7676,1,"3",3,1,2009,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","VET","Sebastian","Vettel","German",-0.296999999999997,0,0
8,17,3,79.868,7695,3,"2",2,1,2009,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","WEB","Mark","Webber","Australian",-0.222999999999999,0,0
8,22,2,79.856,7696,2,"3",3,1,2009,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","BAR","Rubens","Barrichello","Brazilian",-0.234999999999999,0,0
8,20,1,79.509,7694,1,"1",1,1,2009,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","VET","Sebastian","Vettel","German",-0.581999999999994,1,0
9,18,3,92.473,7718,3,"5",5,1,2009,"German Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","BUT","Jenson","Button","British",-0.00699999999997658,0,0
9,22,2,92.357,7719,2,"6",6,1,2009,"German Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","BAR","Rubens","Barrichello","Brazilian",-0.12299999999999,0,0
9,17,1,92.23,7714,1,"1",1,1,2009,"German Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","WEB","Mark","Webber","Australian",-0.25,1,0
10,17,3,81.741,7736,3,"3",3,1,2009,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","WEB","Mark","Webber","Australian",-0.097999999999999,0,0
11,22,3,99.563,7754,3,"1",1,1,2009,"European Grand Prix","N","valencia",12,"Valencia Street Circuit","Spain",39.4589,-0.331667,"4","BAR","Rubens","Barrichello","Brazilian",-0.225999999999999,1,0
11,5,2,99.532,7757,2,"4",4,1,2009,"European Grand Prix","N","valencia",12,"Valencia Street Circuit","Spain",39.4589,-0.331667,"4","KOV","Heikki","Kovalainen","Finnish",-0.256999999999977,0,0
11,1,1,99.489,7755,1,"2",2,1,2009,"European Grand Prix","N","valencia",12,"Valencia Street Circuit","Spain",39.4589,-0.331667,"4","HAM","Lewis","Hamilton","British",-0.299999999999983,0,0
12,2,3,106.5,7778,3,"5",5,1,2009,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","HEI","Nick","Heidfeld","German",-0.0130000000000052,0,0
12,21,1,106.308,7775,1,"2",2,1,2009,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","FIS","Giancarlo","Fisichella","Italian",-0.205000000000013,0,0
13,8,3,84.523,7796,3,"3",3,1,2009,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","RAI","Kimi","Räikkönen","Finnish",-0.322000000000003,0,0
13,16,2,84.261,7797,2,"4",4,1,2009,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","SUT","Adrian","Sutil","German",-0.584000000000003,0,0
13,1,1,84.066,7805,1,"12",12,3,2009,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","HAM","Lewis","Hamilton","British",-0.778999999999996,0,0
14,3,3,108.348,7824,3,"11",11,1,2009,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","ROS","Nico","Rosberg","German",-0.373999999999995,0,0
14,20,2,108.204,7817,2,"4",4,1,2009,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","VET","Sebastian","Vettel","German",-0.518000000000001,0,0
14,1,1,107.891,7814,1,"1",1,1,2009,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","HAM","Lewis","Hamilton","British",-0.831000000000017,1,0
15,1,3,92.395,7836,3,"3",3,1,2009,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","HAM","Lewis","Hamilton","British",-0.070999999999998,0,0
15,15,2,92.22,7835,2,"2",2,1,2009,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","TRU","Jarno","Trulli","Italian",-0.246000000000009,0,0
15,20,1,92.16,7834,1,"1",1,1,2009,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","VET","Sebastian","Vettel","German",-0.306000000000012,1,0
16,17,2,79.668,7854,2,"1",1,1,2009,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","WEB","Mark","Webber","Australian",-0.428999999999988,1,0
16,22,1,79.576,7861,1,"8",8,1,2009,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","BAR","Rubens","Barrichello","Brazilian",-0.521000000000001,0,0
17,17,3,101.726,16068,3,"2",2,1,2009,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","WEB","Mark","Webber","Australian",-0.0600000000000023,0,0
17,20,2,101.615,16067,2,"1",1,1,2009,"Abu Dhabi Grand Prix","N","yas_marina",24,"Yas Marina Circuit","UAE",24.4672,54.6031,"3","VET","Sebastian","Vettel","German",-0.170999999999992,1,0
18,5,3,87.079,5,3,"5",5,1,2008,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","KOV","Heikki","Kovalainen","Finnish",-0.0990000000000038,0,0
18,1,1,86.714,1,1,"1",1,1,2008,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","HAM","Lewis","Hamilton","British",-0.463999999999999,1,0
19,8,2,96.23,23,2,"1",1,1,2008,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","RAI","Kimi","Räikkönen","Finnish",-0.479000000000013,1,0
20,1,3,93.292,57,3,"13",13,11,2008,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","HAM","Lewis","Hamilton","British",-0.126000000000005,0,0
20,13,2,93.123,45,2,"1",1,1,2008,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","MAS","Felipe","Massa","Brazilian",-0.295000000000016,1,0
20,9,1,93.096,47,1,"3",3,1,2008,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","KUB","Robert","Kubica","Polish",-0.322000000000003,0,0
21,13,3,82.058,68,3,"2",2,1,2008,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MAS","Felipe","Massa","Brazilian",-0.00699999999999079,0,0
21,8,1,81.813,67,1,"1",1,1,2008,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","RAI","Kimi","Räikkönen","Finnish",-0.251999999999995,1,0
22,1,3,87.923,90,3,"2",2,1,2008,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","HAM","Lewis","Hamilton","British",-0.0130000000000052,0,0
22,5,2,87.808,100,2,"12",12,11,2008,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","KOV","Heikki","Kovalainen","Finnish",-0.128,0,0
22,13,1,87.617,89,1,"1",1,1,2008,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","MAS","Felipe","Massa","Brazilian",-0.319000000000003,1,0
23,1,3,75.839,109,3,"1",1,1,2008,"Monaco Grand Prix","Y","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","HAM","Lewis","Hamilton","British",-0.326000000000008,1,0
23,8,2,75.815,117,2,"9",9,1,2008,"Monaco Grand Prix","Y","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","RAI","Kimi","Räikkönen","Finnish",-0.350000000000009,0,0
23,13,1,75.787,111,1,"3",3,1,2008,"Monaco Grand Prix","Y","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","MAS","Felipe","Massa","Brazilian",-0.378,0,0
24,9,2,78.498,129,2,"1",1,1,2008,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","KUB","Robert","Kubica","Polish",-0.24799999999999,1,0
25,4,4,76.84,156,3,"8",8,1,2008,"French Grand Prix","Y","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","ALO","Fernando","Alonso","Spanish",0,0,0
25,13,2,76.49,149,2,"1",1,1,2008,"French Grand Prix","Y","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MAS","Felipe","Massa","Brazilian",-0.350000000000009,1,0
25,8,1,76.449,150,1,"2",2,1,2008,"French Grand Prix","Y","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","RAI","Kimi","Räikkönen","Finnish",-0.391000000000005,0,0
26,8,3,81.706,172,3,"4",4,11,2008,"British Grand Prix","Y","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","RAI","Kimi","Räikkönen","Finnish",-0.128999999999991,0,0
26,17,2,81.554,178,2,"10",10,11,2008,"British Grand Prix","Y","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","WEB","Mark","Webber","Australian",-0.280999999999992,0,0
26,5,1,81.049,173,1,"5",5,11,2008,"British Grand Prix","Y","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","KOV","Heikki","Kovalainen","Finnish",-0.785999999999987,0,0
27,5,3,76.143,193,3,"5",5,1,2008,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","KOV","Heikki","Kovalainen","Finnish",-0.0480000000000018,0,0
27,13,2,75.859,191,2,"3",3,1,2008,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","MAS","Felipe","Massa","Brazilian",-0.332000000000008,0,0
27,1,1,75.666,189,1,"1",1,1,2008,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","HAM","Lewis","Hamilton","British",-0.525000000000006,1,0
28,13,3,81.191,225,3,"17",17,5,2008,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","MAS","Felipe","Massa","Brazilian",-0.0900000000000034,0,0
28,5,2,81.14,209,2,"1",1,1,2008,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","KOV","Heikki","Kovalainen","Finnish",-0.141000000000005,1,0
28,1,1,80.899,213,1,"5",5,1,2008,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","HAM","Lewis","Hamilton","British",-0.382000000000005,0,0
29,9,3,99.392,231,3,"3",3,1,2008,"European Grand Prix","N","valencia",12,"Valencia Street Circuit","Spain",39.4589,-0.331667,"4","KUB","Robert","Kubica","Polish",-0.0960000000000036,0,0
29,1,2,99.199,230,2,"2",2,1,2008,"European Grand Prix","N","valencia",12,"Valencia Street Circuit","Spain",39.4589,-0.331667,"4","HAM","Lewis","Hamilton","British",-0.288999999999987,0,0
29,13,1,98.989,229,1,"1",1,1,2008,"European Grand Prix","N","valencia",12,"Valencia Street Circuit","Spain",39.4589,-0.331667,"4","MAS","Felipe","Massa","Brazilian",-0.498999999999995,1,0
30,5,3,107.815,258,3,"10",10,6,2008,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","KOV","Heikki","Kovalainen","Finnish",-0.176999999999992,0,0
30,13,2,107.678,249,2,"1",1,1,2008,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","MAS","Felipe","Massa","Brazilian",-0.313999999999993,1,0
30,1,1,107.338,251,1,"3",3,1,2008,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","HAM","Lewis","Hamilton","British",-0.653999999999996,0,0
31,17,3,98.117,276,3,"8",8,1,2008,"Italian Grand Prix","Y","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","WEB","Mark","Webber","Australian",-0.328000000000003,0,0
31,5,2,97.631,270,2,"2",2,1,2008,"Italian Grand Prix","Y","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","KOV","Heikki","Kovalainen","Finnish",-0.813999999999993,0,0
31,20,1,97.555,269,1,"1",1,1,2008,"Italian Grand Prix","Y","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","VET","Sebastian","Vettel","German",-0.889999999999986,1,0
32,8,3,105.617,303,3,"15",15,3,2008,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","RAI","Kimi","Räikkönen","Finnish",-0.162000000000006,0,0
32,1,2,105.465,291,2,"3",3,1,2008,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","HAM","Lewis","Hamilton","British",-0.313999999999993,0,0
32,13,1,104.801,301,1,"13",13,1,2008,"Singapore Grand Prix","N","marina_bay",15,"Marina Bay Street Circuit","Singapore",1.2914,103.864,"18","MAS","Felipe","Massa","Brazilian",-0.978000000000009,0,0
33,8,2,78.644,311,2,"3",3,1,2008,"Japanese Grand Prix","N","fuji",16,"Fuji Speedway","Japan",35.3717,138.927,"583","RAI","Kimi","Räikkönen","Finnish",-0.207999999999998,0,0
33,1,1,78.404,320,1,"12",12,1,2008,"Japanese Grand Prix","N","fuji",16,"Fuji Speedway","Japan",35.3717,138.927,"583","HAM","Lewis","Hamilton","British",-0.448000000000008,0,0
34,13,3,96.889,330,3,"2",2,1,2008,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","MAS","Felipe","Massa","Brazilian",-0.0379999999999825,0,0
34,8,2,96.645,331,2,"3",3,1,2008,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","RAI","Kimi","Räikkönen","Finnish",-0.281999999999982,0,0
34,1,1,96.303,329,1,"1",1,1,2008,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","HAM","Lewis","Hamilton","British",-0.623999999999995,1,0
35,8,3,72.825,351,3,"3",3,1,2008,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","RAI","Kimi","Räikkönen","Finnish",-0.00499999999999545,0,0
35,15,2,72.737,356,2,"8",8,1,2008,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","TRU","Jarno","Trulli","Italian",-0.0930000000000035,0,0
35,13,1,72.368,349,1,"1",1,1,2008,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","MAS","Felipe","Massa","Brazilian",-0.462000000000003,1,0
36,2,3,86.556,372,3,"4",4,1,2007,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","HEI","Nick","Heidfeld","German",-0.198999999999998,0,0
36,4,2,86.493,370,2,"2",2,1,2007,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","ALO","Fernando","Alonso","Spanish",-0.262,0,0
36,8,1,86.072,369,1,"1",1,1,2007,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","RAI","Kimi","Räikkönen","Finnish",-0.682999999999993,1,0
37,8,3,95.479,393,3,"3",3,1,2007,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","RAI","Kimi","Räikkönen","Finnish",-0.565999999999974,0,0
37,4,2,95.31,391,2,"1",1,1,2007,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","ALO","Fernando","Alonso","Spanish",-0.734999999999985,1,0
37,13,1,95.043,395,1,"5",5,1,2007,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","MAS","Felipe","Massa","Brazilian",-1.00199999999998,0,0
38,8,3,93.131,415,3,"3",3,1,2007,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","RAI","Kimi","Räikkönen","Finnish",-0.061000000000007,0,0
38,1,2,92.935,414,2,"2",2,1,2007,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","HAM","Lewis","Hamilton","British",-0.257000000000005,0,0
38,13,1,92.652,413,1,"1",1,1,2007,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","MAS","Felipe","Massa","Brazilian",-0.54000000000002,1,0
39,4,2,81.451,437,2,"3",3,1,2007,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","ALO","Fernando","Alonso","Spanish",-0.334000000000003,0,0
39,13,1,81.421,435,1,"1",1,1,2007,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MAS","Felipe","Massa","Brazilian",-0.36399999999999,1,0
40,13,3,75.967,459,3,"3",3,1,2007,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","MAS","Felipe","Massa","Brazilian",-0.317999999999998,0,0
40,1,2,75.905,458,2,"2",2,1,2007,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","HAM","Lewis","Hamilton","British",-0.379999999999995,0,0
40,4,1,75.726,457,1,"1",1,1,2007,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","ALO","Fernando","Alonso","Spanish",-0.558999999999997,1,0
41,2,3,76.266,480,3,"2",2,1,2007,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","HEI","Nick","Heidfeld","German",-0.144999999999996,0,0
41,4,2,76.163,485,2,"7",7,1,2007,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","ALO","Fernando","Alonso","Spanish",-0.248000000000005,0,0
41,1,1,75.707,479,1,"1",1,1,2007,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","HAM","Lewis","Hamilton","British",-0.704000000000008,1,0
42,13,3,72.703,503,3,"3",3,1,2007,"United States Grand Prix","N","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","MAS","Felipe","Massa","Brazilian",-0.135999999999996,0,0
42,4,2,72.5,502,2,"2",2,1,2007,"United States Grand Prix","N","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","ALO","Fernando","Alonso","Spanish",-0.338999999999999,0,0
42,1,1,72.331,501,1,"1",1,1,2007,"United States Grand Prix","N","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","HAM","Lewis","Hamilton","British",-0.507999999999996,1,0
43,8,3,75.257,523,3,"1",1,1,2007,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","RAI","Kimi","Räikkönen","Finnish",-0.23599999999999,1,0
43,1,2,75.104,525,2,"3",3,1,2007,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","HAM","Lewis","Hamilton","British",-0.388999999999996,0,0
43,13,1,75.034,524,1,"2",2,1,2007,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MAS","Felipe","Massa","Brazilian",-0.458999999999989,0,0
44,4,3,80.147,546,3,"2",2,1,2007,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","ALO","Fernando","Alonso","Spanish",-0.117999999999995,0,0
44,8,2,80.099,545,2,"1",1,1,2007,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","RAI","Kimi","Räikkönen","Finnish",-0.165999999999997,1,0
44,1,1,79.997,547,1,"3",3,1,2007,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","HAM","Lewis","Hamilton","British",-0.268000000000001,0,0
45,13,3,91.778,568,3,"2",2,1,2007,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","MAS","Felipe","Massa","Brazilian",-0.0620000000000118,0,0
45,4,2,91.741,567,2,"1",1,1,2007,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","ALO","Fernando","Alonso","Spanish",-0.0989999999999895,1,0
46,8,4,80.41,590,3,"2",2,1,2007,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","RAI","Kimi","Räikkönen","Finnish",0,0,0
46,2,3,80.259,591,2,"3",3,1,2007,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","HEI","Nick","Heidfeld","German",-0.150999999999996,0,0
46,1,2,79.781,589,1,"1",1,1,2007,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","HAM","Lewis","Hamilton","British",-0.628999999999991,1,0
47,8,3,87.546,612,3,"2",2,1,2007,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","RAI","Kimi","Räikkönen","Finnish",-0.0279999999999916,0,0
47,1,2,87.373,615,2,"5",5,1,2007,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","HAM","Lewis","Hamilton","British",-0.200999999999993,0,0
47,13,1,87.329,611,1,"1",1,1,2007,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","MAS","Felipe","Massa","Brazilian",-0.245000000000005,1,0
48,1,2,82.034,634,2,"2",2,1,2007,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","HAM","Lewis","Hamilton","British",-1.14,0,0
48,4,1,81.997,633,1,"1",1,1,2007,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","ALO","Fernando","Alonso","Spanish",-1.17700000000001,1,0
49,4,3,106.091,657,3,"3",3,1,2007,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","ALO","Fernando","Alonso","Spanish",-0.314999999999998,0,0
49,13,2,106.011,656,2,"2",2,1,2007,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","MAS","Felipe","Massa","Brazilian",-0.39500000000001,0,0
49,8,1,105.994,655,1,"1",1,1,2007,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","RAI","Kimi","Räikkönen","Finnish",-0.412000000000006,1,0
